apartment_id,apartment_name,legal_dong,gu,household_count,school_premium_core_score,school_premium_confidence,recent_market_price,baseline_non_school_price,expected_school_premium_pct,expected_school_premium_amount,expected_fair_price,observed_market_premium_pct,school_value_gap_pct,total_value_gap_pct,comparable_count,comparable_rule,comparable_method_gap_pct,residual_method_gap_pct,gap_confidence,transaction_count,price_window_used,school_data_quality_flag,data_quality_flag,as_of_date
A10024697,더샵명지퍼스트월드2단지,명지동,강서구,1406.0,55.55849889624725,B,590000000.0,529566774.20055395,2.3861400161715673,12636204.711548388,542202978.9121023,22.555599100585688,-20.16945908441412,-8.101190014897908,10.0,RELAXED_SAME_DONG_1,-31.313234644771583,-9.02568352405666,HIGH,39.0,6M,MIDDLE_SCORE_PARTIAL,OK,2026-08-28
A10024704,문현경동리인아파트,문현동,남구,600.0,43.80700883002207,B,396000000.0,479867913.9981282,-2.5930781985222584,-12443350.259589016,467424563.73853916,-11.472509112281571,8.879430913759313,18.036505994580597,7.0,ALL_SAME_DONG,2.874648556527182,14.884213270991443,MEDIUM,25.0,6M,MIDDLE_SCORE_PARTIAL,OK,2026-08-28
A10024875,브라운스톤하이포레,동대신동3가,서구,554.0,57.267218543046354,B,510000000.0,505368659.8503585,3.1310345526522676,15823267.358190477,521191927.20854896,0.916428048983664,2.2146065036686036,2.1944955310880365,0.0,INSUFFICIENT_COMPARABLES,,2.2146065036686036,LOW,9.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10024909,일광자이푸르지오2단지,일광읍삼성리,기장군,1059.0,70.97770419426048,B,546000000.0,474461740.1308448,9.307521388987073,44160627.94523859,518622368.07608336,15.00691412583529,-5.699392736848218,-5.014218301083629,5.0,ALL_SAME_DONG,-5.628534764678992,-5.770250709017443,MEDIUM,30.0,6M,OK,OK,2026-08-28
A10024919,일광신도시비스타동원1차,일광읍삼성리,기장군,701.0,70.97770419426048,B,626500000.0,542045914.1154361,9.307521388987073,50451039.39442468,592496953.5098608,14.410766338448134,-5.103244949461061,-5.427461530748479,5.0,ALL_SAME_DONG,-3.933396493978968,-6.273093404943152,MEDIUM,16.0,6M,OK,OK,2026-08-28
A10024933,이지더원1차오션포레,일광읍삼성리,기장군,653.0,70.97770419426048,B,325000000.0,328038331.3904206,9.30752138898705,30532237.85823965,358570569.24866027,-4.686902467002524,13.994423855989574,10.32940592266469,5.0,ALL_SAME_DONG,17.755114018002505,10.233733693976642,MEDIUM,29.0,6M,OK,OK,2026-08-28
A10024953,포레나부산초읍,초읍동,부산진구,1113.0,45.55816777041942,B,445000000.0,409264354.316282,-1.8667425928115322,-7639912.0192171335,401624442.29706484,-0.036409972098666366,-1.8303326207128658,-9.747316337738244,13.0,DISTRICT_RELAXED,6.937755374852594,-10.598420616278325,LOW,34.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10024982,쌍용더플래티넘사직아시아드아파트,사직동,동래구,914.0,89.16280353200884,B,965000000.0,492447087.0409175,18.074170017914582,89005723.76004326,581452810.8009608,104.657547675013,-86.58337765709842,-39.74582271492635,8.0,ALL_SAME_DONG,-95.28078557402651,-77.88596974017032,MEDIUM,20.0,6M,OK,OK,2026-08-28
A10024998,범양레우스센트럴베이,초량동,동구,856.0,67.08349889624725,B,545000000.0,558337386.3768952,7.5165272186130005,41967581.61871171,600304967.9956069,-2.388768279237541,9.905295497850542,10.147700549652638,0.0,INSUFFICIENT_COMPARABLES,,9.905295497850542,LOW,17.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10025042,e편한세상일광,일광읍삼성리,기장군,913.0,70.97770419426048,B,480000000.0,450631134.82605386,9.30752138898705,41942589.25937003,492573724.0854239,6.490646707981229,2.816874681005821,2.619525851129967,5.0,ALL_SAME_DONG,2.8435018372201304,2.7902475247915115,MEDIUM,31.0,6M,OK,OK,2026-08-28
A10025075,e편한세상오션테라스3단지,민락동,수영구,1038.0,42.56953642384106,B,800000000.0,853275528.4813733,-3.103105722016919,-26478041.748875618,826797486.7324977,-12.439046424712448,9.33594070269553,3.349685841562211,9.0,DISTRICT_RELAXED,15.53133818833773,3.140543217053327,MEDIUM,27.0,6M,OK,OK,2026-08-28
A10025135,시청역비스타동원,연산동,연제구,740.0,32.301821192052984,B,632500000.0,644503063.6403567,-7.233266548593676,-46618624.50695932,597884439.1333973,7.439846354907681,-14.673112903501357,-5.4728159472889555,6.0,RELAXED_SAME_DONG_1,-23.975334213240064,-5.37089159376265,MEDIUM,26.0,6M,OK,OK,2026-08-28
A10025154,명지화전우방아이유쉘,화전동,강서구,1515.0,10.338024282560706,B,185000000.0,217969569.88603598,-15.486632573628622,-33756146.41056904,184213423.47546694,-14.951868471389318,-0.5347641022393042,-0.42517649974760374,6.0,DISTRICT_RELAXED,-0.7086629126195945,-0.36086529185901384,MEDIUM,3.0,6M,OK,OK,2026-08-28
A10025181,엘시티,중동,해운대구,882.0,81.58217439293598,B,3080000000.0,1514475517.6797569,14.337341114040413,217135521.05837607,1731611038.738133,103.37073554801965,-89.03339443397924,-43.77886237863204,0.0,INSUFFICIENT_COMPARABLES,,-89.03339443397924,LOW,11.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10025214,해운대비스타동원,우동,해운대구,504.0,69.79343267108167,B,945000000.0,1038196496.86274,8.75972574928998,90943165.8639121,1129139662.7266521,-5.877999733158401,14.637725482448381,19.485678595412924,7.0,RELAXED_SAME_DONG_2,11.538956641992382,17.736494322904385,MEDIUM,26.0,12M,OK,OK,2026-08-28
A10025235,더 래디언트 금정산,만덕동,북구,1677.0,34.79254966887417,A,327500000.0,301671793.41127205,-6.247843024410149,-18847980.101259172,282823813.3100129,54.72840427300071,-60.976247297410865,-13.641583722133477,12.0,ALL_SAME_DONG,-107.14296063581494,-14.809533959006771,HIGH,38.0,6M,OK,OK,2026-08-28
A10025258,아시아드코오롱하늘채,거제동,연제구,660.0,80.79547461368652,B,890000000.0,699359721.5947576,13.956380261679936,97605302.14279056,796965023.7375481,26.839197660454584,-12.882817398774648,-10.453368119376616,9.0,ALL_SAME_DONG,-12.462755980006968,-13.302878817542329,MEDIUM,13.0,12M,OK,OK,2026-08-28
A10025342,e편한세상동래명장1단지,명장동,동래구,1384.0,37.76501103752759,B,567000000.0,534682639.5137599,-5.058118537149547,-27044881.704165995,507637757.8095939,-2.328301323822796,-2.7298172133267515,-10.469531250512532,22.0,DISTRICT_RELAXED,5.642697649134488,-11.102332075787992,LOW,42.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10025359,e편한세상부산항,초량동,동구,752.0,67.08349889624725,B,620000000.0,529173667.95644325,7.5165272186130005,39775482.785678804,568949150.742122,17.163804161743123,-9.647276943130123,-8.234007944819021,0.0,INSUFFICIENT_COMPARABLES,,-9.647276943130123,LOW,19.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10025380,협성휴포레부산진역오션뷰,수정동,동구,788.0,36.20816777041942,B,515000000.0,546292009.9863504,-5.68311430693591,-31046399.377182007,515245610.6091684,-5.7280738898473516,0.04495958291144131,0.04769138042104437,0.0,INSUFFICIENT_COMPARABLES,,0.04495958291144131,LOW,16.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10025433,수영SKVIEW1단지,망미동,수영구,1147.0,49.82687637969095,B,559000000.0,498028837.6810368,-0.07341834719362117,-365644.54117304087,497663193.1398637,12.242496358817734,-12.315914706011355,-10.97259514492599,0.0,INSUFFICIENT_COMPARABLES,,-12.315914706011355,LOW,36.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10025434,서면2차봄여름가을겨울,당감동,부산진구,535.0,43.63923841059604,B,367500000.0,346508758.660733,-2.662382217190873,-9225387.571592212,337283371.0891408,45.319511950735716,-47.98189416792659,-8.22221194853312,9.0,ALL_SAME_DONG,-87.24348093939734,-8.720307396455828,MEDIUM,22.0,6M,OK,OK,2026-08-28
A10025463,동래효성해링턴플레이스,온천동,동래구,762.0,77.53211920529802,B,690000000.0,673443858.0284644,12.389600394485644,83437002.89093399,756880860.9193984,15.506638548798357,-3.117038154312713,9.692878394115723,5.0,RELAXED_SAME_DONG_2,-16.1652472773822,9.931170968756774,LOW,15.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10025508,베스티움,문현동,남구,743.0,57.40093818984548,B,503500000.0,399599727.8050721,3.1895560646846066,12745457.352669895,412345185.157742,36.88277428400943,-33.69321821932482,-18.104233335105857,7.0,ALL_SAME_DONG,-44.574905674363436,-22.811530764286214,MEDIUM,34.0,6M,MIDDLE_SCORE_PARTIAL,OK,2026-08-28
A10025540,삼한골든뷰센트럴파크,범전동,부산진구,1272.0,41.84972406181016,B,842500000.0,835681354.5343435,-3.398548906762,-28401039.53854084,807280314.9958026,46.007747484933,-49.406296391695,-4.180378042041233,19.0,DISTRICT_RELAXED,-94.59810542967583,-4.21448735371418,HIGH,20.0,6M,OK,OK,2026-08-28
A10025559,연산더샵,연산동,연제구,1071.0,64.81462472406182,B,610000000.0,475425486.28951836,6.486603777673561,30838967.55367881,506264453.84319717,23.84030849813795,-17.35370472046439,-17.00582723882014,15.0,ALL_SAME_DONG,-12.887892156230382,-21.819517284698396,HIGH,36.0,6M,OK,OK,2026-08-28
A10025593,대연자이,대연동,남구,965.0,59.75827814569536,B,645000000.0,454932501.6644519,4.226700272368311,19228633.286943316,474161134.9513952,32.90812362479427,-28.68142335242596,-26.48664574396974,11.0,ALL_SAME_DONG,-19.810272548562757,-37.55257415628916,HIGH,24.0,6M,OK,OK,2026-08-28
A10025662,포레나동래,낙민동,동래구,732.0,57.23300220750552,B,617000000.0,613168888.8551133,3.1160653350043255,19106743.190645337,632275632.0457586,21.80118905984644,-18.685123724842114,2.4757912553903694,5.0,ALL_SAME_DONG,-39.86150757775118,2.491260128066952,LOW,17.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10025687,명륜자이,명륜동,동래구,671.0,78.46087196467991,B,755000000.0,468323976.33097446,12.83330083599834,60101424.76966363,528425401.1006381,61.21318534979843,-48.37988451380009,-30.009880648922106,0.0,INSUFFICIENT_COMPARABLES,,-48.37988451380009,LOW,13.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10025749,부산정관 행복주택,정관읍,기장군,856.0,62.76445916114791,B,,,,,,,,,,,,,LOW,,,OK,RECENT_PRICE_MISSING,2026-08-28
A10025776,더힐시그니처,명지동,강서구,1210.0,44.80794701986755,B,622500000.0,535574092.14029586,-2.1785756172302606,-11667886.583570838,523906205.556725,23.986942635949593,-26.165518253179854,-15.838360553136543,5.0,STRICT_SAME_DONG,-33.92204400837161,-18.4089924979881,MEDIUM,20.0,6M,MIDDLE_SCORE_PARTIAL,OK,2026-08-28
A10025901,부산전포동 사랑으로 부영아파트,전포동,부산진구,500.0,34.5128587196468,B,,,,,,,,,,,,,LOW,,,OK,RECENT_PRICE_MISSING,2026-08-28
A10025923,스위트팰리스,명지동,강서구,908.0,35.94221854304636,A,400000000.0,476408160.5717572,-5.789467605407362,-27581496.125818968,448826664.4459382,-8.750442910996714,2.9609753055893524,12.206666111484555,6.0,STRICT_SAME_DONG,-4.32696376244145,10.248914373620154,LOW,1.0,24M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10025932,명지금강펜테리움센트럴파크3차,명지동,강서구,870.0,35.94221854304636,A,,,,,,,,,,,,,LOW,,,OK,RECENT_PRICE_MISSING,2026-08-28
A10025950,거제센트럴자이,거제동,연제구,878.0,53.12224061810154,B,675000000.0,517058928.941368,1.3333788399028768,6894354.3483326435,523953283.2897006,24.36835923785774,-23.03498039795486,-22.377291364488794,9.0,ALL_SAME_DONG,-16.85729116470269,-29.21266963120703,MEDIUM,27.0,6M,OK,OK,2026-08-28
A10025994,연제롯데캐슬데시앙,연산동,연제구,1168.0,32.301821192052984,B,715000000.0,641345945.3115492,-7.233266548593653,-46390261.72298205,594955683.5885671,15.48077469463397,-22.714041243227623,-16.789414882717878,7.0,RELAXED_SAME_DONG_1,-26.710521817521972,-18.717560668933274,MEDIUM,31.0,6M,OK,OK,2026-08-28
A10026034,대신푸르지오1차,서대신동1가,서구,959.0,62.26407284768212,B,603000000.0,586179004.3190455,5.340591167984665,31305424.13324344,617484428.452289,11.197581483179832,-5.8569903151951666,2.402061103198827,5.0,DISTRICT_RELAXED,-14.184971291189452,2.4709906607991217,LOW,29.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10026094,대연SKVIEWHills(2단지),대연동,남구,994.0,69.53151214128036,B,765000000.0,488353227.42062825,8.638943216159657,42188558.011151135,530541785.4317794,41.73068488011368,-33.091741663954025,-30.64813262329681,11.0,ALL_SAME_DONG,-18.17351812166252,-48.009965206245525,HIGH,26.0,6M,OK,OK,2026-08-28
A10026157,명지더웨스턴,명지동,강서구,1201.0,55.55849889624725,B,380000000.0,449298401.22404754,2.3861400161715673,10720888.943626106,460019290.16767365,-6.3978520859983625,8.783992102169929,21.05770793886148,15.0,RELAXED_SAME_DONG_1,-0.24184773578563856,17.8098319401255,LOW,23.0,6M,MIDDLE_SCORE_PARTIAL,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10026184,대연파크푸르지오,대연동,남구,1422.0,45.4014348785872,B,540000000.0,605201796.933127,-1.9319714451294212,-11692325.902158141,593509471.0309689,-16.877541252079542,14.945569806950122,9.909161302031277,6.0,RELAXED_SAME_DONG_2,21.04954804855307,8.841591565347173,MEDIUM,43.0,6M,OK,OK,2026-08-28
A10026316,동래삼정그린코아포레스트,온천동,동래구,582.0,39.60292494481236,B,525000000.0,585495924.8832022,-4.314954014960759,-25263879.918179393,560232044.9650228,-10.491144311046458,6.176190296085699,6.710865707623381,5.0,RELAXED_SAME_DONG_2,6.334910022747519,6.017470569423877,MEDIUM,16.0,6M,OK,OK,2026-08-28
A10026360,동래동일스위트,명장동,동래구,702.0,37.07008830022075,B,345000000.0,429983420.8767765,-5.33760584522216,-22950820.20620501,407032600.6705715,-23.296735907585152,17.95913006236299,17.980463962484492,8.0,DISTRICT_RELAXED,21.491517683335758,14.426742441390228,MEDIUM,18.0,6M,OK,OK,2026-08-28
A10026363,개금역금강펜테리움더스퀘어아파트,개금동,부산진구,620.0,73.65309050772626,B,581500000.0,509707958.726519,10.555224458259316,53800819.12519586,563508777.8517148,67.45178807311245,-56.896563614853136,-3.093933301510776,7.0,ALL_SAME_DONG,-110.26341539369034,-3.5297118360159363,MEDIUM,16.0,6M,OK,OK,2026-08-28
A10026391,더블유,용호동,남구,1488.0,82.85033112582782,B,1935000000.0,900091389.6306908,14.954131427687113,134600849.37466872,1034692239.0053595,190.4552367504565,-175.50110532276938,-46.52753286794008,8.0,ALL_SAME_DONG,-250.9781718238766,-100.02403882166215,MEDIUM,33.0,6M,OK,OK,2026-08-28
A10026445,부산명지중흥S-클래스에듀오션,명지동,강서구,750.0,53.05883002207506,A,420000000.0,420663212.3569339,1.306122740881288,5494377.879115641,426157590.23604953,6.752582683486502,-5.446459942605214,1.4660929133451184,15.0,RELAXED_SAME_DONG_1,-12.356701374813284,1.4637814896028556,LOW,19.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10026452,대연롯데캐슬레전드1단지,대연동,남구,3149.0,63.7098233995585,B,660000000.0,545345748.9159144,5.988672335950285,32658970.000608325,578004718.9165227,13.62899216780702,-7.640319831856735,-12.423527436890492,11.0,ALL_SAME_DONG,-0.24517248596895858,-15.035467177744511,HIGH,101.0,6M,MIDDLE_SCORE_PARTIAL,OK,2026-08-28
A10026484,해운대자이2차1단지,우동,해운대구,813.0,72.85044150110376,B,1020000000.0,933566918.5711172,10.179409993571674,95031604.20570743,1028598522.7768246,15.577975373487863,-5.398565379916189,0.842992429100442,5.0,RELAXED_SAME_DONG_1,-11.71817054881559,0.9210397889832116,LOW,18.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10026557,센텀리슈빌2단지,재송동,해운대구,753.0,40.814403973509926,B,730000000.0,710260161.0877475,-3.82191165134097,-27145515.851445794,683114645.2363017,23.404985833622593,-27.226897484963562,-6.422651337492924,10.0,ALL_SAME_DONG,-47.85264269751269,-6.601152272414435,HIGH,24.0,6M,OK,OK,2026-08-28
A10026651,e편한세상사하2차,구평동,사하구,946.0,36.72902869757174,B,300000000.0,329088725.67880523,-5.474473670460467,-18015875.63974005,311072850.0390652,-6.2958538200758865,0.8213801496154192,3.690950013021732,11.0,DISTRICT_RELAXED,-1.7219402131387067,3.364700512369545,LOW,27.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10026746,오션브릿지,범일동,동구,652.0,63.84878587196467,B,415000000.0,344279794.9352768,6.051174169515838,20832970.02198559,365112764.9572624,20.54149157316023,-14.49031740364439,-12.021020492225931,0.0,INSUFFICIENT_COMPARABLES,,-14.49031740364439,LOW,19.0,6M,MIDDLE_SCORE_PARTIAL,INSUFFICIENT_COMPARABLES,2026-08-28
A10026760,센텀비스타동원,민락동,수영구,840.0,58.72201986754967,B,917500000.0,794615430.5496222,3.7695063116697236,29953078.808069587,824568509.3576918,15.222041200568682,-11.45253488889896,-10.128772822049948,11.0,DISTRICT_RELAXED,-11.209916742822347,-11.695153034975569,HIGH,14.0,6M,OK,OK,2026-08-28
A10026780,래미안장전,장전동,금정구,1938.0,83.79271523178808,B,766000000.0,545731818.9563904,15.414630457532642,84122543.18129861,629854362.137689,40.36198245959548,-24.94735200206284,-17.773581966359142,0.0,INSUFFICIENT_COMPARABLES,,-24.94735200206284,LOW,44.0,6M,OK,INSUFFICIENT_COMPARABLES,2026-08-28
A10026813,정관 엘에이치 7단지,정관읍,기장군,1934.0,62.76445916114791,B,,,,,,,,,,,,,LOW,,,OK,RECENT_PRICE_MISSING,2026-08-28
A10026861,서면동일파크스위트3차,부암동,부산진구,727.0,57.03956953642385,B,417000000.0,379117559.74616945,3.0314818191495396,11492879.896908522,390610439.64307797,13.887049552572606,-10.855567733423065,-6.328431740269069,5.0,RELAXED_SAME_DONG_2,-14.750349906137572,-6.960785560708559,MEDIUM,19.0,6M,OK,OK,2026-08-28
A10026865,동부산관광단지삼정그린코아더베스트,기장읍내리,기장군,549.0,28.77825607064017,B,449000000.0,534806339.0597963,-8.609653015434604,-46044970.09759718,488761368.9621991,5.426686597281664,-14.036339612716269,8.855538744365044,12.0,DISTRICT_RELAXED,-35.50740205091375,7.434722825481211,LOW,6.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10026902,연산동일동미라주더스타,연산동,연제구,624.0,38.8735651214128,B,454000000.0,536017179.19534504,-4.6105659291555074,-24713425.438400984,511303753.75694406,-13.823854303038907,9.2132883738834,12.62197219315948,6.0,RELAXED_SAME_DONG_1,7.7359205559322515,10.690656191834547,MEDIUM,24.0,6M,OK,OK,2026-08-28
A10026975,주례경동리인,주례동,사상구,839.0,58.16153421633554,A,327000000.0,378382194.1578641,3.5230580408076584,13330624.31626308,391712818.4741272,20.28386369704342,-16.76080565623576,19.78985274438141,8.0,ALL_SAME_DONG,-50.62411229514949,17.10250098267797,LOW,12.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10027026,지사과학삼정그린코아,지사동,강서구,1013.0,24.00115894039736,A,142000000.0,185378170.50241888,-10.443144251528913,-19359309.756412834,166018860.74600604,-32.55978644531381,22.116642193784898,16.914690666201437,6.0,DISTRICT_RELAXED,31.27660201180288,12.956682375766913,MEDIUM,21.0,6M,OK,OK,2026-08-28
A10027052,서면DS·협성엘리시안아파트,범천동,부산진구,630.0,31.81804635761589,B,324000000.0,325264139.0352342,-7.423460939328185,-24145856.310922742,301118282.7243115,-9.244390492679834,1.8209295533516485,-7.062258418422385,11.0,DISTRICT_RELAXED,10.676670058675432,-7.034810951972137,LOW,22.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10027054,사직롯데캐슬더클래식,사직동,동래구,1064.0,89.16280353200884,B,1138500000.0,500908604.32159185,18.074170017914604,90535072.77944767,591443677.1010395,97.92456099972573,-79.85039098181113,-48.050621247163846,5.0,RELAXED_SAME_DONG_2,-50.487979831810385,-109.21280213181186,MEDIUM,16.0,6M,OK,OK,2026-08-28
A10027085,센텀리버SKVIEW,연산동,연제구,529.0,41.013907284768216,B,450000000.0,465160821.5570717,-3.740475395032372,-17399226.07767272,447761595.47939897,-0.186264220575727,-3.554211174456645,-0.497423226800231,15.0,ALL_SAME_DONG,-6.627211460793303,-0.48121088811998725,HIGH,16.0,6M,OK,OK,2026-08-28
A10027139,명지국제신도시호반베르디움2차,명지동,강서구,694.0,53.05883002207506,A,396000000.0,396871419.84938216,1.306122740881288,5183627.866711199,402055047.71609336,4.541704679723657,-3.235581938842369,1.5290524535589212,12.0,RELAXED_SAME_DONG_2,-7.996858955045405,1.525695077360667,LOW,15.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10027159,브라운스톤연제2단지,연산동,연제구,521.0,32.301821192052984,B,535000000.0,565211571.9251108,-7.233266548593653,-40883259.560839415,524328312.3642714,-4.1482854187547655,-3.084981129838887,-1.994707969295062,6.0,RELAXED_SAME_DONG_2,-4.281875007787161,-1.8880872518906129,MEDIUM,16.0,6M,OK,OK,2026-08-28
A10027236,사하뷰웰,신평동,사하구,900.0,45.64525386313466,B,250000000.0,289860709.96131104,-1.8304804886667858,-5305843.740152836,284554866.2211582,15.687299838545073,-17.51778032721186,13.821946488463288,5.0,ALL_SAME_DONG,-46.95675764099372,11.921196986570003,LOW,13.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10027280,명지협성휴포레,명지동,강서구,1664.0,35.94221854304636,A,288500000.0,349760996.6841377,-5.789467605407372,-20249299.59937811,329511697.0847596,-9.587191219314134,3.7977236139067614,14.215492923660179,22.0,ALL_SAME_DONG,-4.13018755524276,11.72563478305628,LOW,52.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10027282,부산명지중흥S-클래스프라디움,명지동,강서구,1033.0,43.40231788079471,B,310000000.0,348574791.439623,-2.7601673711941332,-9621247.657524467,338953543.78209853,-3.0943212573162073,0.3341538861220741,9.339852832935014,22.0,ALL_SAME_DONG,-7.63795662011757,8.306264392361719,LOW,36.0,6M,MIDDLE_SCORE_PARTIAL,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10027306,e편한세상사하,구평동,사하구,1068.0,36.72902869757174,B,268000000.0,303222516.7357651,-5.474473670460444,-16599836.841606975,286622679.8941581,-13.236086897423505,7.76161322696306,6.94876115453662,13.0,DISTRICT_RELAXED,9.381637730689462,6.141588723236659,HIGH,31.0,6M,OK,OK,2026-08-28
A10027325,구서SKVIEW1단지,구서동,금정구,532.0,68.62759381898455,B,642500000.0,500668819.69591117,8.223137901907073,41170687.47544527,541839507.1713564,40.98633150441111,-32.76319360250404,-15.667002774886152,6.0,ALL_SAME_DONG,-45.421182153536876,-20.1052050514712,MEDIUM,14.0,6M,OK,OK,2026-08-28
A10027340,전포LH아파트,전포동,부산진구,794.0,13.76583885209713,B,,,,,,,,,,,,,LOW,,,OK,RECENT_PRICE_MISSING,2026-08-28
A10027341,사직KCC스위첸1단지,사직동,동래구,999.0,80.76136865342164,B,580000000.0,473967967.4691421,13.939893124115454,66070628.10774076,540038595.5768828,11.317928536716682,2.6219645873987716,-6.88989731433054,5.0,RELAXED_SAME_DONG_2,13.675174990100224,-8.431245815302681,LOW,15.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10027503,정관양우내안愛,정관읍용수리,기장군,830.0,63.0385761589404,B,189000000.0,226302051.89650998,5.687280488702173,12870432.443042874,239172484.33955285,-13.057804992721444,18.745085481423615,26.54628801034542,5.0,ALL_SAME_DONG,15.31958792169249,22.170583041154742,MEDIUM,17.0,6M,OK,OK,2026-08-28
A10027581,명지대방노블랜드오션뷰2차,명지동,강서구,600.0,43.40231788079471,B,500000000.0,440452991.37847954,-2.760167371194122,-12157239.753477275,428295751.62500226,20.2988011040923,-23.05896847528642,-14.340849674999545,5.0,STRICT_SAME_DONG,-29.838277196058304,-16.27965975451454,MEDIUM,16.0,6M,MIDDLE_SCORE_PARTIAL,OK,2026-08-28
A10027621,명지2차금강펜테리움센트럴파크,명지동,강서구,670.0,35.94221854304636,A,377000000.0,432071410.2234402,-5.78946760540735,-25014634.327112794,407056775.8963274,-8.396419427661396,2.6069518222540458,7.9726196011478345,6.0,STRICT_SAME_DONG,-1.742533459438211,6.956437103946301,LOW,27.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10027656,명지대방노블랜드오션뷰1차,명지동,강서구,737.0,43.40231788079471,B,480000000.0,450252217.66326636,-2.7601673711941443,-12427714.800019503,437824502.86324686,13.815347277217205,-16.57551464841135,-8.786561903490242,6.0,STRICT_SAME_DONG,-23.783946696844193,-9.367082599978504,MEDIUM,19.0,6M,MIDDLE_SCORE_PARTIAL,OK,2026-08-28
A10027690,명륜2차아이파크1단지,명륜동,동래구,2058.0,75.1171633554084,B,705000000.0,654476039.0114425,11.24403397222775,73589508.16653717,728065547.1779797,6.001033010600354,5.243000961627397,3.271708819571595,18.0,DISTRICT_RELAXED,6.961725127297646,3.5242767959571477,HIGH,52.0,6M,OK,OK,2026-08-28
A10027698,명지국제신도시호반베르디움1차,명지동,강서구,642.0,53.05883002207506,A,410000000.0,403491470.52659273,1.306122740881288,5270093.854064167,408761564.3806569,8.206128843770655,-6.900006102889367,-0.30205746813246614,14.0,RELAXED_SAME_DONG_1,-13.493082391939826,-0.3069298138389076,HIGH,19.0,6M,OK,OK,2026-08-28
A10027790,e편한세상화명힐스,화명동,북구,800.0,61.624392935982335,B,617000000.0,496043868.5398222,5.055110262506979,25075564.505093217,521119433.04491544,25.405920086231284,-20.350809823724305,-15.539800154794904,6.0,RELAXED_SAME_DONG_2,-21.372569731495993,-19.329049915952613,MEDIUM,21.0,6M,OK,OK,2026-08-28
A10027832,백양디이스트(1단지),만덕동,북구,3790.0,40.07654525386313,A,320000000.0,401667390.8578911,-4.122503747164751,-16558753.239255428,385108637.61863565,21.288904361016552,-25.411408108181305,20.34644925582365,12.0,ALL_SAME_DONG,-67.03240631516924,16.20959009880663,LOW,84.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10027918,명지1차 금강펜테리움 센트럴파크,명지동,강서구,850.0,53.05883002207506,A,392500000.0,435562961.89266115,1.306122740881288,5688986.896136105,441251948.78879726,-2.104674039607224,3.410796780488512,12.420878672305037,8.0,STRICT_SAME_DONG,-4.3712655785959065,11.192859139572931,LOW,30.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10027937,더샵파크시티,연산동,연제구,1758.0,30.970750551876385,B,687500000.0,668619362.8539808,-7.755633259813144,-51855665.68705404,616763697.1669267,5.159263118237057,-12.914896378050202,-10.288916775719748,7.0,RELAXED_SAME_DONG_2,-15.250335031284056,-10.579457724816344,MEDIUM,23.0,6M,OK,OK,2026-08-28
A10027953,에일린의 뜰,명지동,강서구,980.0,53.05883002207506,A,405000000.0,421127832.6599203,1.306122740881288,5500446.390551686,426628279.05047196,1.2561686349875423,0.049954105893745826,5.340315814931351,16.0,RELAXED_SAME_DONG_1,-5.035890795811659,5.135799007599151,LOW,29.0,6M,OK,METHOD_DIRECTION_DISAGREEMENT,2026-08-28
A10027972,안락경동리인,안락동,동래구,693.0,62.64050772626931,B,538000000.0,466689926.67736155,5.508951659373595,25709722.45982194,492399649.1371835,29.656582821281532,-24.14763116190794,-8.47590164736366,5.0,ALL_SAME_DONG,-38.52424558311352,-9.771016740702354,MEDIUM,21.0,6M,OK,OK,2026-08-28
