학구ID,학교ID,학교명,학교급구분,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,데이터기준일자
Z000200734,B000010264,옥구중학교,중학교,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2025-09-22
Z000200685,B000026752,정산중학교,중학교,8140000,충청남도교육청,8251000,충청남도청양교육지원청,2025-09-22
Z000200034,B000008363,도곡중학교,중학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2025-09-22
Z000201428,B000009312,안산해양중학교,중학교,7530000,경기도교육청,7611000,경기도안산교육지원청,2025-09-22
Z000200405,B000009383,은계중학교,중학교,7530000,경기도교육청,7781000,경기도시흥교육지원청,2025-09-22
Z000210151,B000024574,오름중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000201355,B000024574,오름중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000201356,B000024574,오름중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000200058,B000024942,경일중학교,중학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2025-09-22
Z000210035,B000009777,하랑중학교,중학교,7801000,강원특별자치도교육청,7842000,강원특별자치도동해교육지원청,2025-09-22
Z000200436,B000009777,하랑중학교,중학교,7801000,강원특별자치도교육청,7842000,강원특별자치도동해교육지원청,2025-09-22
Z000200198,B000009186,영성중학교,중학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2025-09-22
Z000210400,B000009186,영성중학교,중학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2025-09-22
Z000210436,B000009186,영성중학교,중학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2025-09-22
Z000200190,B000009157,율현중학교,중학교,7530000,경기도교육청,7541000,경기도수원교육지원청,2025-09-22
Z000200002,B000008093,휘경중학교,중학교,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2025-09-22
Z000201356,B000011259,신성여자중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000201357,B000011259,신성여자중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000201355,B000011259,신성여자중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000210096,B000010809,영천중학교,중학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2025-09-22
Z000210097,B000010809,영천중학교,중학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2025-09-22
Z000210098,B000010809,영천중학교,중학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2025-09-22
Z000210099,B000010809,영천중학교,중학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2025-09-22
Z000201096,B000010809,영천중학교,중학교,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2025-09-22
Z000200122,B000008978,광주진흥중학교,중학교,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2025-09-22
Z000210273,B000009051,대전봉명중학교,중학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2025-09-22
Z000200143,B000009051,대전봉명중학교,중학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2025-09-22
Z000200046,B000008440,장위중학교,중학교,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2025-09-22
Z000210279,B000009002,대전신일중학교,중학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2025-09-22
Z000200135,B000009002,대전신일중학교,중학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2025-09-22
Z000200083,B000008749,달성중학교,중학교,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2025-09-22
Z000200070,B000008664,수성중학교,중학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2025-09-22
Z000200009,B000008156,경성중학교,중학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2025-09-22
Z000210206,B000010679,포항포은중학교,중학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2025-09-22
Z000200263,B000009609,미금중학교,중학교,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2025-09-22
Z000210191,B000009609,미금중학교,중학교,7530000,경기도교육청,7652000,경기도구리남양주교육지원청,2025-09-22
Z000200717,B000010211,당진중학교대호지분교장,중학교,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2025-09-22
Z000200502,B000009864,철원여자중학교,중학교,7801000,강원특별자치도교육청,7932000,강원특별자치도철원교육지원청,2025-09-22
Z000200838,B000010429,목포홍일중학교,중학교,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2025-09-22
Z000210252,B000009906,서현중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000200531,B000009906,서현중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210424,B000009906,서현중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210426,B000009906,서현중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210427,B000009906,서현중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210425,B000009906,서현중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210044,B000023827,부강중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000201375,B000023827,부강중학교,중학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2025-09-22
Z000210425,B000023827,부강중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210429,B000023827,부강중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000200018,B000008444,용문중학교,중학교,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2025-09-22
Z000210150,B000023806,노형중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000201355,B000023806,노형중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000201357,B000023806,노형중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000200379,B000009347,성서중학교,중학교,7530000,경기도교육청,7751000,경기도용인교육지원청,2025-09-22
Z000210320,B000010857,경산여자중학교,중학교,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2025-09-22
Z000210109,B000010857,경산여자중학교,중학교,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2025-09-22
Z000210216,B000010857,경산여자중학교,중학교,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2025-09-22
Z000210143,B000011157,창녕여자중학교,중학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2025-09-22
Z000210144,B000011157,창녕여자중학교,중학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2025-09-22
Z000210230,B000011157,창녕여자중학교,중학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2025-09-22
Z000201070,B000010765,북후중학교,중학교,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2025-09-22
Z000210387,B000009899,원봉중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210041,B000009899,원봉중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000201232,B000011050,지수중학교,중학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2025-09-22
Z000201442,B000009232,부천동여자중학교,중학교,7530000,경기도교육청,7581000,경기도부천교육지원청,2025-09-22
Z000210336,B000009232,부천동여자중학교,중학교,7530000,경기도교육청,7581000,경기도부천교육지원청,2025-09-22
Z000201215,B000011029,구산중학교구남분교장,중학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2025-09-22
Z000210072,B000010541,동강중학교,중학교,8490000,전라남도교육청,8591000,전라남도고흥교육지원청,2025-09-22
Z000200910,B000010541,동강중학교,중학교,8490000,전라남도교육청,8591000,전라남도고흥교육지원청,2025-09-22
Z000200428,B000009759,호저중학교,중학교,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2025-09-22
Z000200117,B000008920,고려중학교,중학교,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2025-09-22
Z000200007,B000008140,동명여자중학교,중학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2025-09-22
Z000200023,B000008247,용산중학교,중학교,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2025-09-22
Z000210371,B000010521,한재중학교,중학교,8490000,전라남도교육청,8691000,전라남도장성교육지원청,2025-09-22
Z000200891,B000010521,한재중학교,중학교,8490000,전라남도교육청,8561000,전라남도담양교육지원청,2025-09-22
Z000200087,B000008757,달서중학교,중학교,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2025-09-22
Z000201175,B000010936,약목중학교,중학교,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2025-09-22
Z000210125,B000010936,약목중학교,중학교,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2025-09-22
Z000200057,B000008579,가람중학교,중학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2025-09-22
Z000210330,B000026362,김해모산중학교,중학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000201248,B000026362,김해모산중학교,중학교,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2025-09-22
Z000200077,B000008721,월서중학교,중학교,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2025-09-22
Z000200196,B000009214,야탑중학교,중학교,7530000,경기도교육청,7551000,경기도성남교육지원청,2025-09-22
Z000210370,B000009214,야탑중학교,중학교,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2025-09-22
Z000201423,B000010307,감곡중학교,중학교,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2025-09-22
Z000201424,B000010305,입암중학교,중학교,8321000,전북특별자치도교육청,8362000,전북특별자치도정읍교육지원청,2025-09-22
Z000201380,B000023896,아름중학교,중학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2025-09-22
Z000200120,B000008950,동아여자중학교,중학교,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2025-09-22
Z000200848,B000010437,충덕중학교,중학교,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2025-09-22
Z000210041,B000009915,세광중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210423,B000009915,세광중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210424,B000009915,세광중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210428,B000009915,세광중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210425,B000009915,세광중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210429,B000009915,세광중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210394,B000010050,공주영명중학교,중학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2025-09-22
Z000210157,B000010050,공주영명중학교,중학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2025-09-22
Z000200607,B000010050,공주영명중학교,중학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2025-09-22
Z000200125,B000008940,대촌중학교,중학교,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2025-09-22
Z000201415,B000023959,문산중학교,중학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2025-09-22
Z000210187,B000023959,문산중학교,중학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2025-09-22
Z000200881,B000010513,광양진월중학교,중학교,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2025-09-22
Z000200053,B000008566,연제중학교,중학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2025-09-22
Z000210151,B000011256,오현중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000201355,B000011256,오현중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000201356,B000011256,오현중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000200763,B000010331,금성중학교,중학교,8321000,전북특별자치도교육청,8382000,전북특별자치도김제교육지원청,2025-09-22
Z000201211,B000011014,진해남중학교,중학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2025-09-22
Z000200449,B000009798,삼척중학교,중학교,7801000,강원특별자치도교육청,7872000,강원특별자치도삼척교육지원청,2025-09-22
Z000210272,B000023859,연현중학교,중학교,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2025-09-22
Z000200203,B000023859,연현중학교,중학교,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2025-09-22
Z000210368,B000023859,연현중학교,중학교,7530000,경기도교육청,7591000,경기도광명교육지원청,2025-09-22
Z000200769,B000010345,구이중학교,중학교,8321000,전북특별자치도교육청,8392000,전북특별자치도완주교육지원청,2025-09-22
Z000201029,B000010698,구룡포중학교,중학교,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2025-09-22
Z000201234,B000011054,진주동중학교,중학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2025-09-22
Z000210187,B000011054,진주동중학교,중학교,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2025-09-22
Z000200432,B000009772,옥계중학교,중학교,7801000,강원특별자치도교육청,7832000,강원특별자치도강릉교육지원청,2025-09-22
Z000200077,B000008722,월배중학교,중학교,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2025-09-22
Z000201356,B000011251,탐라중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000201357,B000011251,탐라중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000201355,B000011251,탐라중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000210344,B000011170,서창중학교,중학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000210364,B000011170,서창중학교,중학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000200305,B000009439,진안중학교,중학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-09-22
Z000210264,B000009439,진안중학교,중학교,7530000,경기도교육청,7679000,경기도화성오산교육지원청,2025-09-22
Z000200796,B000010372,산서중학교,중학교,8321000,전북특별자치도교육청,8422000,전북특별자치도장수교육지원청,2025-09-22
Z000200833,B000010412,상서중학교,중학교,8321000,전북특별자치도교육청,8462000,전북특별자치도부안교육지원청,2025-09-22
Z000201209,B000010973,마산동중학교,중학교,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2025-09-22
Z000200797,B000010374,장계중학교,중학교,8321000,전북특별자치도교육청,8422000,전북특별자치도장수교육지원청,2025-09-22
Z000200727,B000010212,전주효정중학교,중학교,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2025-09-22
Z000200008,B000008154,숭문중학교,중학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2025-09-22
Z000200057,B000008583,백양중학교,중학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2025-09-22
Z000200838,B000010422,목포유달중학교,중학교,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2025-09-22
Z000200813,B000010392,쌍치중학교,중학교,8321000,전북특별자치도교육청,8442000,전북특별자치도순창교육지원청,2025-09-22
Z000210382,B000009738,창촌중학교,중학교,7530000,경기도교육청,7721000,경기도가평교육지원청,2025-09-22
Z000200418,B000009738,창촌중학교,중학교,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2025-09-22
Z000200410,B000009400,응곡중학교,중학교,7530000,경기도교육청,7781000,경기도시흥교육지원청,2025-09-22
Z000200503,B000009868,간동중학교,중학교,7801000,강원특별자치도교육청,7942000,강원특별자치도화천교육지원청,2025-09-22
Z000210195,B000009868,간동중학교,중학교,7801000,강원특별자치도교육청,7942000,강원특별자치도화천교육지원청,2025-09-22
Z000200070,B000008660,범물중학교,중학교,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2025-09-22
Z000200056,B000008600,모동중학교,중학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2025-09-22
Z000200074,B000008693,산격중학교,중학교,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2025-09-22
Z000200046,B000008446,남대문중학교,중학교,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2025-09-22
Z000200730,B000010259,군산제일중학교,중학교,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2025-09-22
Z000200042,B000008416,경일중학교,중학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2025-09-22
Z000200007,B000022778,가재울중학교,중학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2025-09-22
Z000200034,B000008374,중동중학교,중학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2025-09-22
Z000201285,B000011159,남지여자중학교,중학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2025-09-22
Z000210140,B000011159,남지여자중학교,중학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2025-09-22
Z000210141,B000011159,남지여자중학교,중학교,9010000,경상남도교육청,9141000,경상남도창녕교육지원청,2025-09-22
Z000200311,B000009659,문산중학교,중학교,7530000,경기도교육청,7681000,경기도파주교육지원청,2025-09-22
Z000210407,B000009659,문산중학교,중학교,7530000,경기도교육청,7681000,경기도파주교육지원청,2025-09-22
Z000210369,B000009659,문산중학교,중학교,7530000,경기도교육청,7681000,경기도파주교육지원청,2025-09-22
Z000200819,B000010401,상하중학교,중학교,8321000,전북특별자치도교육청,8452000,전북특별자치도고창교육지원청,2025-09-22
Z000200052,B000008497,부산서중학교,중학교,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2025-09-22
Z000200181,B000009126,웅촌중학교,중학교,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2025-09-22
Z000210339,B000011140,둔덕중학교,중학교,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2025-09-22
Z000201266,B000011140,둔덕중학교,중학교,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2025-09-22
Z000210136,B000011140,둔덕중학교,중학교,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2025-09-22
Z000210137,B000011140,둔덕중학교,중학교,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2025-09-22
Z000200210,B000026195,옥정중학교,중학교,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2025-09-22
Z000200773,B000010346,상관중학교,중학교,8321000,전북특별자치도교육청,8392000,전북특별자치도완주교육지원청,2025-09-22
Z000210062,B000010011,매포중학교,중학교,8000000,충청북도교육청,8111000,충청북도단양교육지원청,2025-09-22
Z000210063,B000010011,매포중학교,중학교,8000000,충청북도교육청,8111000,충청북도단양교육지원청,2025-09-22
Z000210365,B000010011,매포중학교,중학교,8000000,충청북도교육청,8111000,충청북도단양교육지원청,2025-09-22
Z000200592,B000010011,매포중학교,중학교,8000000,충청북도교육청,8111000,충청북도단양교육지원청,2025-09-22
Z000200005,B000008128,예일여자중학교,중학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2025-09-22
Z000200283,B000009540,여주여자중학교,중학교,7530000,경기도교육청,7661000,경기도여주교육지원청,2025-09-22
Z000210258,B000009540,여주여자중학교,중학교,7530000,경기도교육청,7661000,경기도여주교육지원청,2025-09-22
Z000210082,B000010755,안동여자중학교,중학교,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2025-09-22
Z000210083,B000010755,안동여자중학교,중학교,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2025-09-22
Z000210086,B000010755,안동여자중학교,중학교,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2025-09-22
Z000210087,B000010755,안동여자중학교,중학교,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2025-09-22
Z000201461,B000010755,안동여자중학교,중학교,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2025-09-22
Z000200513,B000009881,상남중학교,중학교,7801000,강원특별자치도교육청,7962000,강원특별자치도인제교육지원청,2025-09-22
Z000200015,B000008213,노원중학교,중학교,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2025-09-22
Z000210389,B000011173,범어중학교,중학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000210361,B000011173,범어중학교,중학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000210035,B000009779,동해중학교,중학교,7801000,강원특별자치도교육청,7842000,강원특별자치도동해교육지원청,2025-09-22
Z000200436,B000009779,동해중학교,중학교,7801000,강원특별자치도교육청,7842000,강원특별자치도동해교육지원청,2025-09-22
Z000210042,B000009887,청주중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210252,B000009887,청주중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000200530,B000009887,청주중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210422,B000009887,청주중학교,중학교,8490000,전라남도교육청,8671000,전라남도함평교육지원청,2025-09-22
Z000200018,B000008450,고려대학교사범대학부속중학교,중학교,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2025-09-22
Z000200017,B000008216,녹천중학교,중학교,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2025-09-22
Z000200008,B000008145,서울여자중학교,중학교,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2025-09-22
Z000200034,B000008358,대청중학교,중학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2025-09-22
Z000200425,B000009748,남원주중학교,중학교,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2025-09-22
Z000200062,B000008592,대저중학교,중학교,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2025-09-22
Z000210389,B000011168,양산중앙중학교,중학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000210361,B000011168,양산중앙중학교,중학교,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2025-09-22
Z000210277,B000009045,대전대신중학교,중학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2025-09-22
Z000210276,B000009045,대전대신중학교,중학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2025-09-22
Z000200150,B000009045,대전대신중학교,중학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2025-09-22
Z000200003,B000008106,태릉중학교,중학교,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2025-09-22
Z000200763,B000010328,김제중학교,중학교,8321000,전북특별자치도교육청,8382000,전북특별자치도김제교육지원청,2025-09-22
Z000200820,B000010395,성내중학교,중학교,8321000,전북특별자치도교육청,8452000,전북특별자치도고창교육지원청,2025-09-22
Z000200649,B000010107,금산중학교,중학교,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2025-09-22
Z000210281,B000009038,대전내동중학교,중학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2025-09-22
Z000210275,B000009038,대전내동중학교,중학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2025-09-22
Z000210276,B000009038,대전내동중학교,중학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2025-09-22
Z000200151,B000009038,대전내동중학교,중학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2025-09-22
Z000200103,B000008885,강화중학교,중학교,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2025-09-22
Z000210171,B000008885,강화중학교,중학교,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2025-09-22
Z000210062,B000027029,단양소백산중학교,중학교,8000000,충청북도교육청,8111000,충청북도단양교육지원청,2025-09-22
Z000201387,B000027029,단양소백산중학교,중학교,8000000,충청북도교육청,8111000,충청북도단양교육지원청,2025-09-22
Z000210365,B000027029,단양소백산중학교,중학교,8000000,충청북도교육청,8111000,충청북도단양교육지원청,2025-09-22
Z000210185,B000027029,단양소백산중학교,중학교,8000000,충청북도교육청,8111000,충청북도단양교육지원청,2025-09-22
Z000210281,B000008993,충남여자중학교,중학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2025-09-22
Z000210282,B000008993,충남여자중학교,중학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2025-09-22
Z000210284,B000008993,충남여자중학교,중학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2025-09-22
Z000200132,B000008993,충남여자중학교,중학교,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2025-09-22
Z000200053,B000008568,연일중학교,중학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2025-09-22
Z000200053,B000008567,연천중학교,중학교,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2025-09-22
Z000210229,B000026117,보람중학교,중학교,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2025-09-22
Z000201382,B000026117,보람중학교,중학교,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2025-09-22
Z000200043,B000008413,경수중학교,중학교,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2025-09-22
Z000200216,B000024185,배곧해솔중학교,중학교,7530000,경기도교육청,7781000,경기도시흥교육지원청,2025-09-22
Z000200158,B000009030,대전봉우중학교,중학교,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2025-09-22
Z000210387,B000009957,가덕중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210322,B000009957,가덕중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000200522,B000009957,가덕중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000200113,B000008877,원당중학교,중학교,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2025-09-22
Z000200034,B000008362,대치중학교,중학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2025-09-22
Z000200163,B000009086,현대중학교,중학교,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2025-09-22
Z000200420,B000009730,봉의중학교,중학교,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2025-09-22
Z000210188,B000009730,봉의중학교,중학교,7801000,강원특별자치도교육청,7812000,강원특별자치도춘천교육지원청,2025-09-22
Z000200848,B000010441,여수진남중학교,중학교,8490000,전라남도교육청,8511000,전라남도여수교육지원청,2025-09-22
Z000200034,B000024510,세곡중학교,중학교,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2025-09-22
Z000200425,B000009750,태장중학교,중학교,7801000,강원특별자치도교육청,7822000,강원특별자치도원주교육지원청,2025-09-22
Z000200535,B000009955,현도중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210423,B000009955,현도중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000210424,B000009955,현도중학교,중학교,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2025-09-22
Z000201359,B000011272,추자중학교,중학교,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2025-09-22
Z000200487,B000009846,봉평중학교,중학교,7801000,강원특별자치도교육청,7912000,강원특별자치도평창교육지원청,2025-09-22
